11/09/2021,９月６日、京都市左京区のアパートで、「Ｇさん」の愛称で周りに親しまれていた男性が静かに息を引き取った。８３歳。Ｇさんは知的障害があり、最期は体調悪化や老衰も重なって意思疎通ができない状態だった。残された日々を本人はどのように過ごしたいのか―。Ｇさんが利用していた福祉事業所の仲間や支援関係者は、入院を選択せず、Ｇさんの自宅アパートに通い続けてみとった。Ｇさんが好きだった事業所での交流や活動を自宅に持ち込む、というこれまでにない方法で。 　「花のお江戸で芝居する　ヨオーイ　ヨオーイ　デカンショ」。８月１８日、京都市左京区にあるアパートの一室に三味線と歌声が響いた。住人の男性が横たわるベッドのそばで、北区の障害者福祉事業所「Ｓｗｉｎｇ（スウィング）」のメンバーら５人が丹波篠山地方に伝わる民謡を歌った。  　音頭を取ったのは、スウィングの木ノ戸昌幸理事長。,社会
11/09/2021,京都府は８日夜、府立植物園（京都市左京区）の再整備について、住民説明会を府立京都学・歴彩館（同）で開いた。近隣住民ら約４００人が参加し、,社会
11/09/2021,京都市教育委員会は教育や学術、文化への貢献をたたえる２０２１年度の教育功労者表彰を個人２８人と１３団体に贈ることを、８日までに決めた。新型コロナウイルス感染拡大防止のため、今年は表彰式を開催しない。  　受賞者は次の皆さん。,文化・ライフ
11/09/2021,多数の料金値上げを盛り込んだ京都市の行財政改革計画。今後に財源不足が深刻化する理由として、平成初期の大規模事業に伴う借金の返済が２０２４年度以降に本格化すると説明する一方、事業への投資は「いずれも必要でした」と結論付けた。本当に無駄は一切無かったと言い切れるのか。過去の紙面から検証した。,社会
11/09/2021,「マリアージュ」は、フランス語で、相性のよい組み合わせという意味を持つ。その名の通り、フランスパン生地の中に練り込まれたクルミと、包み込ま…,特集/一日一パン
11/09/2021,特殊詐欺被害を未然に防いだとして感謝状を受け取る加藤さん（右）＝５日、京都市上京区・上京署訪問介護を担当する高齢女性が特殊詐欺被害に遭うのを防いだとして、京都府警上京署は５日、ヘルパー加藤喜美代さんとケアマネジャー島幸枝さんに感謝状を贈った。府警によると、ヘルパーが特殊詐欺を食い止めた事例は府内では珍しいという。加藤さんは９月３０日、京都市上京区の８０代女性宅を訪れた際、「東京の孫が来るさかい、お金を渡すんや」と聞いた。女性は笑顔で信じ切った様子だったという。不審に思った加藤さんは「本人以外に渡してはいけませんよ」と伝え、担当ケアマネジャーの島さんに連絡した。島さんは女性の家族に訪問予定がないことを確認して、上京署に通報した。加藤さんは「家族が来る日はカレンダーに書いてあるが『確か、なかったなあ』と思った。これからも利用者の話をしっかり聞きたい」と笑顔だった。加藤さんと島さんが所属する「洛和ヘルパーステーション丸太町」などにも感謝状が贈られた。,社会
11/09/2021,京産大は８日、硬式野球部の新監督に、ＯＢでプロ野球オリックスなどでプレーした光原逸裕コーチ（４１）が、来年４月１日から就任すると発表した。…,スポーツ
11/09/2021,京都地裁京都府亀岡市の集合住宅で１月に女性が殺害された事件で、殺人などの罪に問われた女性の元夫、無職藤田啓文被告（３０）＝同市篠町＝の裁判員裁判の初公判が８日、京都地裁（伊藤寿裁判長）であった。藤田被告は「間違いありません」と起訴内容を認めた。起訴状によると、１月８日午前５時ごろ～同９時４０分ごろ、自宅の集合住宅で元妻の松池ひなのさん＝当時（２５）＝の首をロープで絞めて殺害。松池さんのクレジットカードを盗んで食料品を購入するなどした、としている。弁護側は、離婚後も藤田被告は松池さんに好意を抱いており、松池さんが元交際相手と連絡を取り合っているのを知って突発的に犯行に及んだと指摘。事件後に自ら亀岡署に出頭したことから自首が成立すると主張した。検察側は「松池さんの同意を得て殺害した、と虚偽の申告をしており、自首は成立しない」と指摘した。,社会
11/09/2021,新型コロナウイルス（国立感染症研究所提供）京都府は８日、ともに６０代で長岡京市在住の男女２人が新たに新型コロナウイルスに感染した、と発表した。いずれも軽症。府内の感染者は３万５９０８人になった。男性は患者や医療従事者ら２１人のクラスター（感染者集団）が発生している済生会京都府病院（長岡京市）の患者。京都市発表分はゼロだった。,医療・コロナ
11/09/2021,京都ホテルオークラ（京都市中京区）は、来年１月の「ホテルオークラ京都　岡崎別邸」（左京区）開業に伴う「ホテルオークラ京都」への名称変更を記…,観光
