11/04/2021,スウェーデンの高級車大手ボルボ・カーは今後発売するすべての新型電気自動車（EV）の内外装を、動物の皮革を使わない「レザーフリー」にする。素材やエネルギーのサステナビリティー（持続可能性）に消費者が関心を高めているためで、リサイクル材などに転換する。同社は2030年までにすべての新車をEVにする方針を表明しており、環境配慮型のブランド戦略を一段と鮮明にする。ボルボは10月、ベ...
11/04/2021,【ソウル=細川幸太郎】韓国の検査薬メーカー、シージェンが急成長している。生物学の教授が2000年に起業した技術開発型の中堅企業で、遺伝子検査「PCR法」に早くから着目。新型コロナウイルス禍を背景に、売上高が1年で1000億円規模へと9倍超に膨らんだ。売上高営業利益率も60%にのぼる。収益を生かして新たな診断技術の開発や海外市場の開拓を急ぐ。「中国武漢市で原因不明の肺炎患者...
11/04/2021,「ものづくりの街」として知られる新潟県燕市。中でも金属洋食器は国内生産の約9割を占め、世界有数の金属加工の産地でもある。市も「燕の強み・魅力は金属加工品」と位置づけており、返礼品にはスプーンやフォーク、ナイフ、フライパンといった製品がずらりと並ぶ。2020年度の燕市のふるさと納税寄付額は49億円超と前年度比で約16%増加。新潟県内30自治体でみると7年連続でトップとなっている。市は16年度に地元...
11/04/2021,20年度の学部卒の卒業生は約1200人だ。3割強が地元・香川県、同じく3割が隣県の岡山県で就職する。コロ...
11/04/2021,首都圏の動物園・水族館で人工知能（AI）や高速通信規格の5Gといったデジタル技術を使ったサービスが広がっている。便利なデジタル案内図や動物の性格・家系図などが分かるアプリなど、施設を一段と楽しめるうえ運営を効率化できる。デジタル・トランスフォーメーション（DX）の波は動物園にまで押し寄せている。パンダの展示場所、サル山、動物医療センターの壁面に描かれた動物のシルエット――。東京動物園協会は10月...
11/04/2021,群馬県北西部に位置する中之条町は高原植物や四万温泉などの温泉地に恵まれ、自ら「花と湯の町」とアピールする。再生可能エネルギーの利用を進めている同町は電気をふるさと納税の返礼品にした草分けでもある。中之条町は10年前の東日本大震災を契機にエネルギーの「地産地消」に取り組むことを決意。2013年に全国で初めて自治体主導で新電力を設立した。現在は電力小売り全面自由化前の15年に設立された中之条パワー（...
11/04/2021,証券取引等監視委員会がSMBC日興証券社員による相場操縦疑惑の解明作業を急いでいる。様々な取引情報が集まる大手証券会社の社員が金融商品取引法違反（相場操縦）の疑いで強制調査を受けた例はないとみられ、市場関係者の間に「取引の公正さを担う役割を放棄した」との批判は根強い。監視委は〝市場の門番〟による不透明な取引の目的について重点的に調査する。【関連記事】監視委は6月に日興本社（東京・千代田）を金商法違反容疑の関...
11/04/2021,【ワシントン=長沼亜紀】米サプライマネジメント協会（ISM）が3日発表した10月の非製造業（サービス業）景況感指数は66.7で、前月から4.8ポイント上昇した。上昇は2カ月連続で、2008年の統計開始以来の高さとなり、サービス業の好調ぶりを示した。ダウ・ジョーンズまとめの市場予測（62.0程度）を上回った。指数の構成する4項目のうち「新規受注」が6.2ポイント上昇の69.7、「企業活動・生産」が7.5ポイント上昇の69.8で、いずれも過去最高となり全体をけん引した。一方、強い需要に対し、物流の乱れや品物・人手の不足で供給制約も一段と深刻になっている。「入荷遅延」は75.7で、過去最高だった2020年4月に次ぐ高さとなった。企業の手持ちの品物が減っており「在庫」は42.2に落ち込んだ一方、「受注残」は過去最高の67.3に達した。「雇用」は、労働者がよりよい条件を求めて離職するケースが増える一方、新規採用は依然として困難で、51.6に低下した。「価格」は82.9に上昇し、物価上昇圧力は一段と高まった。回答企業は「製造業者が注文に追いつかず、受注残が積み上がっている」（宿泊・飲食サービス）、「新しいビジネスは次々とくるが、供給業者からの入荷の遅れと新規労働者の不足のせいで断っている」（管理・支援サービス）と、供給制約や人手不足による苦境を伝える声が相次いだ。
11/04/2021,【ワシントン=中村亮】米国防総省は3日にまとめた中国の軍事力に関する年次報告書で中国の核開発に強い懸念を示した。米国の核戦力の優位性が下がり、中国から米本土に攻撃を受けるリスクが増す。米国が本土攻撃を恐れて日本防衛のための核使用をためらえば、米国による「核の傘」の実効性を揺るがす。報告書は中国の核弾頭保有数だけでなく、核弾頭を攻撃目標に運ぶ運搬システムの増強にも警鐘を鳴らした。中国は米国のミサイル防衛システムを回避し、米本土の標的を確実に攻撃できる能力保有を目指す。反撃能力を示して米国が台湾海峡や南シナ海での有事に介入しにくい状況をつくろうとしている。報告書によると、中国が潜水艦発射弾道ミサイル（SLBM）や大陸間弾道ミサイル（ICBM）、空中発射弾道ミサイル（ALBM）による「核の3本柱」を構築した可能性がある。陸海空の全てから核攻撃が実行できれば、確実に敵を攻撃しやすくなるため抑止力が増すとされる。中国が夏に実施したとされる核弾頭を搭載できる極超音速兵器の実験も米本土攻撃を目的とした。音速の5倍（マッハ5）以上で変則軌道で飛行する極超音速兵器は既存のミサイル防衛システムで迎撃が極めて困難との見方が多い。中国の核戦力増強が続けば、米国の核の傘の実効性に疑念が生じかねない。日本が核攻撃を受ければ、米国が日本に代わって報復する構えを見せて日本に対する攻撃を抑止してきた。仮に米国が本土攻撃を恐れて日本を守る可能性が下がったと中国が判断すれば、抑止力が効きにくくなる。国防総省高官は核の傘をめぐる課題について「同盟国の意見や懸念を共有するため多くの機会を設けていく」と説明した。バイデン政権は核戦略の指針である「核体制の見直し（NPR）」の作業を進めており、日本や韓国、欧州諸国と緊密に意見を交わすとみられる。中国の核開発について国防総省高官は「中国は狙いをもっと説明すべきだ」とも強調した。米中対立が長引き、軍当局者間の対話も細って、中国側の意図や運用方針を測りかねる。疑心暗鬼が軍拡競争を招く恐れもある。中国は通常兵器を前提とする戦闘でも米国優位を揺るがしてきた。米ランド研究所の分析によると、台湾有事の際の制空権をめぐり米軍が1996年時点で絶大な優位性を持っていたが、17年には米中が互角になったという。国防総省が中国の脅威を強調するのは、国防予算を増やす思惑も透ける。民主党のリベラル派を中心に軍事費を減らして貧困対策や医療などに充てるべきだとの声が目立つ。
11/04/2021,【ワシントン=中村亮】米国防総省は3日、中国の軍事力に関する年次報告書（2021年版）をまとめた。中国の核弾頭保有数は30年までに少なくとも1000発と、20年時点の保有数の推計である200発から5倍に増えると見積もった。ロシアを交えた軍拡競争が一段と激しくなる恐れがある。20年版の報告書では「（200発から）10年間で少なくとも2倍」になるとしており、わずか1年間で中国の核開発が想定を大幅に上回るペースで進むと判断したことになる。国防総省高官は核弾頭を攻撃目標まで運ぶミサイルの発射設備や爆撃機の開発計画などを踏まえ、見通しを引き上げたと説明した。米国務省によると、米国は20年9月時点で3750発の核弾頭を持つ。米国とロシアの核軍縮の枠組みである新戦略兵器削減条約（新START）は、米国が実戦配備できる核弾頭数を1550発に限る。条約の適用対象外の核弾頭もあるが、今回の見通しが現実になれば実戦レベルで米中の核戦力が接近する。中国は新STARTに参加していない。中国は大陸間弾道ミサイル（ICBM）や潜水艦発射弾道ミサイル（SLBM）といった米本土を射程に入れる戦力を拡大している。米軍は台湾海峡や南シナ海での有事に介入した場合、戦闘が進むにつれて中国から米本土への核攻撃を受けるリスクが高まる。中国は核戦力増強で米国の介入をためらわせる狙いがあるとみられる。報告書は台湾有事への強い危機感も示した。中国が米国を念頭に「台湾有事で第三者の介入抑止を目指す」とした。中国は多彩なミサイルを大量に配備し、米軍を中国本土に近づく艦船や戦闘機を攻撃する態勢を整える。報告書によると、中国は極超音速兵器を搭載できる中距離ミサイル「DF17」を20年に実戦配備したと指摘した。中国による極超音速兵器の実戦配備は初めてという。主要な米軍基地がある米領グアムを射程に入れる中距離ミサイル「DF26」の在庫も増やした。中国が中国人民解放軍の創設100年にあたる27年に向けて「軍の機械化・情報化」を加速するとした。中国は軍事分野で人工知能（AI）の活用を進め、軍民融合による技術開発を急いでいる。報告書は「27年の目標を達成すれば中国は台湾有事でいっそう信頼のおける軍事的選択肢を手に入れることになる」と強調した。中国軍が世界での活動を拡大させようとしていることにも警鐘を鳴らした。中国軍が「世界での役割拡大」を訴え、新型コロナウイルスのワクチンを海外に輸送したと例示。「20年は主に新型コロナ関連援助を通じて海外駐留を常態化し、外国軍と緊密な関係を築いた」という。すでに拠点を持つアフリカ東部ジブチに加え、アラブ首長国連邦（UAE）やケニア、タンザニア、タジキスタンなどで基地へのアクセスを目指していると列挙した。中国の海外拠点が増えるほど「米軍の軍事作戦を妨げる可能性が出てくる」と懸念し、西太平洋だけでなく世界で米中の競争が激しくなるシナリオに触れた。サイバー分野では先端技術を取り込んで「今後数年間で作戦実行能力を改善させるだろう」と訴えた。軍事作戦に欠かせない人工衛星に対する攻撃能力や電子戦能力の向上も続いているという。
