02/24/2022,ロシア軍のウクライナ侵攻を受けてロシア市場から資金が激しく流出している。通貨ルーブルは対ドルで史上最安値を付け、ドル建ての主要株価指数であるRTSは前営業日の22日比で一時50%安と暴落した。債券も売られ「トリプル安」が続いている。今後想定される欧米の大規模制裁による経済混乱に警戒が強まっているからだ。株安はアジアや欧州市場にも波及している。24日の外国為替市場ではロシアの通貨ルーブルが急落。対...,グローバルマーケット,ロシア市場トリプル安　ルーブル最安値、株一時50%下落,https://www.nikkei.com/article/DGXZQOUB2431S0U2A220C2000000/
02/24/2022,IT（情報技術）企業のジオロケーションテクノロジーの2021年7～12月期の単独決算は、税引き利益が6700万円だった。選挙向けのネット広告事業が好調だったほか、自治体が観光誘致に用いるアプリ・サイトの開発事業が伸びた。売上高は3億6700万円だった。24日に決算説明会を開いた。同社は21年9月に福岡証券取引所Qボードに上場したため、業績の前年同期比は開示していない。,静岡,ジオロケ、税引き利益6700万円　21年7～12月,https://www.nikkei.com/article/DGXZQOCC241P90U2A220C2000000/
02/24/2022,三井不動産、九州電力、西日本鉄道は24日、福岡市博多区に建設中の大型商業施設「三井ショッピングパークららぽーと福岡」を4月25日に開業すると発表した。店舗数は全222店で、うち57店は九州初出店となる。スポーツなどができる広場を充実させ、ファミリー層など幅広い世代の人が楽しめる施設を目指す。報道陣に24日、施設を公開した。店舗面積は約7万3000平方メートル。1～5階の全フロアの屋内外に広場を設ける。屋上の「スポーツパーク」では200メートルの陸上トラックやテニスコートなどを整備する。スポーツイベントなどでパブリックビューイングが開催できる大型ビジョンも用意した。担当者は「買い物だけでなくスポーツや食・教育などを通じて人が交流し、体験を共有できる施設にしたい」と話した。駐車場を約3100台分用意するほか、施設内にバスターミナルを設け、西鉄大橋駅や福岡空港などと結ぶ4つの路線を新設・増強する。子ども向けの職業体験施設「キッザニア福岡」は今夏の開業を予定している。,福岡,ららぽーと福岡、4月25日開業　屋上に陸上トラック,https://www.nikkei.com/article/DGXZQOJC242XJ0U2A220C2000000/
02/24/2022,日銀静岡支店は24日、2月の「金融経済の動向」を発表し、県内景気の全体判断を「新型コロナウイルスや供給制約の影響を受けつつも、持ち直している」と据え置いた。3カ月連続で同じ判断となった。個人消費の判断も3カ月連続で同じだったが、新型コロナウイルスの変異型「オミクロン型」の感染拡大で、観光地への来客や市街地のコンビニエンスストアの売上高が減少傾向にあるとした。生産面では一部の部品の供給制約が和らぎ、二輪車・同部品の個別判断を引き上げたものの、自動車などで半導体不足が続き需要に応えきれていないとして判断を据え置いた。先行きについて野見山浩平支店長は「人手不足感も高まっており、物価上昇の影響も頭が痛い。不透明感が強い」とした。,静岡,静岡県内の景気判断、据え置き　日銀2月,https://www.nikkei.com/article/DGXZQOCC241OZ0U2A220C2000000/
02/24/2022,シネマコンプレックスなどを運営する静活（静岡市）は25日、静岡市中心部に実物と映像の出演者が共演できる立体映像シアターを含む複合娯楽施設「ARTIE（アルティエ）」を開業する。同施設がある七間町は約100年前から、映画館が立ち並んでいた。新たな施設の開業を機に、地元では「劇場の町」復活への期待が高まっている。ARTIEは静岡市葵区の七間町通り沿いで静活が運営していたボウリング場跡地に建設。約24...,サービス・食品,静岡市中心に複合娯楽施設開業　「劇場の町」復活期待,https://www.nikkei.com/article/DGXZQOCC215K10R20C22A2000000/
02/24/2022,静岡県は24日、新型コロナウイルスの1日あたり新規感染者が県内全体で1197人だったと発表した。内訳は静岡市内が132人、浜松市内は253人で、両市を除く県の管轄地域が812人だった。,新型コロナ,静岡県内のコロナ感染、新たに1197人  24日,https://www.nikkei.com/article/DGXZQOCC248B60U2A220C2000000/
02/24/2022,日本では国会の首相指名選挙で首相を選ぶ。衆院選で第1党が過半数に届かなければ、複数の党で首相を選出する。首相を選出し、政権を支える党を与党と呼ぶ。政権や与党にとって来年度予算案の成立は最重要の政策課題だ。3月の年度末までに成立しなければ4月以降の予算の執行が遅れ、経済に大きな影響がでる。政権に打撃を与えるからこそ野党は反対する。いまの与党が組むきっかけの一つも予算案だ。1998年参院選で...,政治,首相指名・予算賛否が与野党分ける,https://www.nikkei.com/article/DGXZQOUA233NL0T20C22A2000000/
02/24/2022,JR東日本水戸支社が貨客混載サービスの実証実験を進めている。JR東日本が力を入れる特急列車を利用した貨客混載サービス「はこビュン」の一環で、茨城県産のイチゴやしらすを品川駅で販売する。鮮度維持のため輸送品質を可視化するシステムを取り入れるなどの工夫を重ねて実用化を目指す。今月半ば、朝収穫したJA常陸（茨城県常陸太田市）のイチゴ「バインベリー」96パックを勝田駅で特急「ときわ」に積み込み、品川駅構内で販売した。NTTドコモの提供する無線タグを利用した位置情報追跡サービスを活用し、温度と位置情報などを閲覧して輸送の品質を確かめた。特急列車での輸送を生かし、生鮮食品の品質を保持できるとして実験を進める。3月2日にも同様の実験を計画しており、イチゴと生しらすを運搬する予定。,茨城,JR東日本、茨城イチゴ輸送で実証実験　品質管理を可視化,https://www.nikkei.com/article/DGXZQOCC16E390W2A210C2000000/
02/24/2022,"何度も話題を振りまいてきた日本ハムのキャンプが24日、寒空にもかかわらず一段とにぎわった。新庄監督が招いた3人目の臨時コーチとして、スポーツ庁の室伏広治長官が沖縄県名護市を訪問。陸上男子ハンマー投げで世界の頂点まで上り詰めた第一人者の特別授業が丸1日かけて行われた。監督とそろって球場入りし、午前中は持参した道具を使い、ストレッチや体幹トレーニングなどの「動きづくり」を指導した。午後は日本ハムのユニホームを着用し、走りだすときの動き方やトレーニング法を伝授。「力の使い方一つで、大きな力を出せる」と万波ら若手3選手を一気に引き倒す""技""も披露した。野村は「動きが僕たちと全然違う。柔らかさも強さも正確性も」と感嘆の表情。選手から質問攻めにあった長官は「能力を持っている人はたくさんいると思う半面、まだ伸びていくんじゃないか」と印象を語った。競技や立場を問わずにさまざまな学びの機会を演出してきた新庄監督は「たくさんの出会いは必ずプラスになる。プロ野球選手はちょっとしたきっかけですごい変化を出せる」と今後への期待を笑顔で口にした。〔共同〕",スポーツ,日本ハム新庄監督「必ずプラスに」　室伏氏が臨時コーチ,https://www.nikkei.com/article/DGXZQOKC24BEC0U2A220C2000000/
02/24/2022,国際農林水産業研究センター（国際農研、つくば市）は24日、同センター発のベンチャー企業第1号を設立したと発表した。エビ養殖に関するノウハウを活用したコンサルティング事業を手がける。つくば市では防災科学技術研究所が減災ソリューションを手がける新会社を設立済み。研究成果を生かして企業を設立する動きが一段と加速している。「合同会社Shrimp Tech JIRCAS（シュリンプ・テック・ジルカス）」は...,スタートアップ,国際農研発VB第1号　エビの陸上養殖ノウハウ提供,https://www.nikkei.com/article/DGXZQOCC248QA0U2A220C2000000/
