11/06/2021,サッカーのスペイン1部リーグ、バルセロナは6日、クラブOBでスペイン代表MFとして長年活躍したシャビ氏が新監督に就任したと発表した。契約期間は2023～24年シーズンまで。41歳のシャビ氏は10年のワールドカップ（W杯）で優勝に貢献。19年に現役引退し、カタール1部リーグのアルサドを指揮してきた。〔共同〕,スポーツ
11/06/2021,東京商工リサーチ東北支社が東北6県の企業を対象にした調査によると、73%の企業が緊急事態宣言やまん延防止等重点措置にかかわらず忘年会や新年会を「開催しない」と回答したことが分かった。新型コロナウイルスの感染防止意識の広がりで、宴会需要は引き続き縮小している。県別に見ると「開催しない」と回答した企業の割合が最も高いのは岩手の79%だった。次いで秋田（...,新型コロナ
11/06/2021,6日午前8時45分ごろ、東京都江東区の東京メトロ東西線門前仲町駅で「停車中の列車に刃物を持った男がいる」と110番があった。50代の男性が車内トラブルをきっかけに、先のとがった工具を取り出したとみられ、駆け付けた警視庁深川署員が事情を聴いている。他の乗客にけがはなかった。一時運転を見合わせ、駅ホームは騒然となった。深川署によると、男性は「近くのカップルに、自分がマスクをしていないことを言われ、かっとなった。工具を2人に示すつもりだった」と話している。門前仲町駅で下車し、駅周辺にいたところを署員が発見した。門前仲町駅に到着する直前、かばんから千枚通しのような工具を取り出した。仕事で使うため、所持していたという。門前仲町駅と同じ東西線の東陽町駅員が通報した。〔共同〕,社会・調査
11/06/2021,【レークランド（米フロリダ州）=共同】米プロバスケットボールNBA下部Gリーグが5日、開幕し、マーベリックス傘下レジェンズの馬場雄大はフロリダ州レークランドでのマジック戦に途中出場で22分36秒プレーし、13得点、5リバウンドだった。チームは114-98で白星発進した。2季ぶりにレジェンズに復帰した馬場は積極的にドリブルを仕掛け、得点につなげた。今季のGリーグはシーズンを二つに分けて実施。前半は全30チームが4組に分かれて戦った後に上位8チームで決勝トーナメントを行い、後半は従来のリーグ戦の形式で12月27日から36試合制で争われる。,スポーツ
11/06/2021,日本サッカー協会は6日、2022年ワールドカップ（W杯）カタール大会アジア最終予選のベトナム戦（11日・ハノイ）とオマーン戦（16日・マスカット）に臨む日本代表に堂安（PSVアイントホーフェン）を追加招集すると発表した。10月の代表戦は左膝負傷のため、サウジアラビア戦前に離脱した。所属クラブでは今月4日の欧州リーグで約1カ月ぶりに戦列に復帰した。〔共同〕,スポーツ
11/06/2021,国産牛肉の輸出が好調だ。新型コロナウイルス禍を受けた「巣ごもり」需要で米国やアジアなどで家庭向けの需要が伸び、2021年は1～9月累計の輸出額が前年同期の2倍を記録。ステーキ肉に使うサーロインなど厚みのある部位に加え、バラなどのスライス肉に引き合いが広がっている。食肉大手は現地スーパーやネット通販向けに販路開拓を進めている。農林水産省によると、21年9月の牛肉の輸出額は51億円と前年同月比75%...,サービス・食品
11/06/2021,京王線の特急電車内で乗客が刺されるなどして17人が重軽傷を負った事件は、7日で発生から1週間。事件では緊急停車した車両ドアが開かれず、緊迫の中で乗客の多くは窓からの避難を余儀なくされた。車両ドアとホームドアがずれる形で停車したことが一因で、事件は安全を守るためのホームドアの盲点を浮かび上がらせた。「どこでもいいからドアを開けろ」。10月31日午後7時58分に京王線国領駅（東京都調布市）に停車した列車...,事件・司法
11/06/2021,厚生労働省は国立国際医療研究センターなどと協力し、難病患者の遺伝情報（ゲノム）を全て解析する事業を始める。欧米で活用が進む「全ゲノム解析」と呼ぶ手法で、公的な実証事業としては初の取り組みだ。従来の遺伝子検査では解析が難しかった症例について病名の絞り込みと治療法開発につなげる。今年度中に100人規模での解析を想定する。人の遺伝情報は親から受け継ぐDNAに組み込まれ、個人差がある。遺伝情報をもとに発...,経済
11/06/2021,全国の小中学校の生徒1人に1台のタブレットやパソコンを配備する政府のGIGAスクール構想。新型コロナウイルス禍で不幸中の幸いにも加速し、端末整備をほぼ終えて利活用を考えるフェーズに入った。端末を使いこなすためのラストワンマイル（最後の接点）の現場では「教師が自由にアプリを選べない」「生徒が端末を自宅に持ち帰れない」「他の自治体に引っ越すたびにIDが新しくなるのは不便」といった課題が挙がる。...,木村 恭子
11/06/2021,厚生労働省に2020年度中に寄せられた家庭用品による健康被害報告のうち、皮膚障害では81件中34件（42%）がマスク、吸入事故では125件中42件（34%）が除菌剤と、いずれも新型コロナウイルス関連の製品が最多だったことが6日までに、分かった。症状は皮膚炎や喉の痛みなど。前年度はマスクの報告はなく、除菌剤は180件中50件（28%）だった。厚労省担当者は「コロナ禍で使用量が増えたためで、例年にない傾向だ」と話す。マスクで炎症などが起きた際は使用の中止やサイズ・素材の変更が有効で、除菌剤は塩素系の場合、他製品との併用でガスが発生し呼吸器に害を及ぼす恐れがあるとして注意喚起した。20年度の報告は、皮膚障害がマスクに続いてネックレスが5件（6%）、ピアス、天然ゴムの手袋が各4件（5%）。吸入事故は除菌剤に続き、住宅や家具の洗浄剤19件（15%）、殺虫剤14件（11%）の順だった。マスクによる皮膚障害は、摩擦や蒸れが原因の刺激性接触皮膚炎が多かった。40代女性の例では、マスクの縁が頰に当たって色素沈着やにきびが出て、30日以上の加療を要した。吸入事故では、二酸化塩素や次亜塩素酸塩類などの成分を含んだ除菌剤を使って息苦しさや喉の痛みが出た例が目立った。スプレータイプや、成分が空気中に放出される設置・携帯タイプの製品も多かった。集計は、厚労省が一般社団法人「皮膚安全性症例情報ネット」と公益財団法人「日本中毒情報センター」の協力を得て取りまとめた。〔共同〕,社会・調査
